customer_id,customer_name,email,country,city,signup_date,customer_segment
C01750,Customer 01750,customer01750@example.com,India,Delhi,2024-06-16,New
C01751,Customer 01751,customer01751@example.com,USA,Chicago,2025-09-12,New
C01752,Customer 01752,customer01752@example.com,India,Bengaluru,2025-03-03,Regular
C01753,Customer 01753,customer01753@example.com,India,Bengaluru,2025-12-02,New
C01754,Customer 01754,customer01754@example.com,India,Pune,2025-05-04,New
C01755,Customer 01755,customer01755@example.com,Singapore,Singapore,2024-12-20,Regular
C01756,Customer 01756,customer01756@example.com,Germany,Hamburg,2024-07-14,New
C01757,Customer 01757,customer01757@example.com,Singapore,Singapore,2025-06-28,Regular
C01758,Customer 01758,customer01758@example.com,UK,London,2025-12-17,New
C01759,Customer 01759,customer01759@example.com,India,Delhi,2025-11-24,Regular
C01760,Customer 01760,customer01760@example.com,USA,Austin,2025-10-20,Premium
C01761,Customer 01761,customer01761@example.com,UK,Manchester,2024-01-11,Regular
C01762,Customer 01762,customer01762@example.com,Germany,Munich,2025-08-04,Regular
C01763,Customer 01763,customer01763@example.com,India,Chennai,2024-09-12,New
C01764,Customer 01764,customer01764@example.com,UK,Birmingham,2025-01-30,Regular
C01765,Customer 01765,customer01765@example.com,India,Pune,2025-12-31,New
C01766,Customer 01766,customer01766@example.com,India,Delhi,2025-02-12,New
C01767,Customer 01767,customer01767@example.com,Australia,Sydney,2024-12-27,Regular
C01768,Customer 01768,customer01768@example.com,UK,Manchester,2024-09-15,Premium
C01769,Customer 01769,customer01769@example.com,UK,Birmingham,2024-01-03,Regular
C01770,Customer 01770,customer01770@example.com,UK,Leeds,2024-03-24,New
C01771,Customer 01771,customer01771@example.com,UK,Manchester,2024-06-04,Premium
C01772,Customer 01772,customer01772@example.com,Germany,Munich,2025-10-24,New
C01773,Customer 01773,customer01773@example.com,France,Marseille,2024-06-24,Premium
C01774,Customer 01774,customer01774@example.com,Singapore,Singapore,2025-12-07,Regular
C01775,Customer 01775,customer01775@example.com,Germany,Munich,2025-04-16,Regular
C01776,Customer 01776,customer01776@example.com,India,Mumbai,2025-09-10,Regular
C01777,Customer 01777,customer01777@example.com,Canada,Vancouver,2025-02-27,VIP
C01778,Customer 01778,customer01778@example.com,UK,Leeds,2024-05-13,Premium
C01779,Customer 01779,customer01779@example.com,India,Bengaluru,2025-01-14,Regular
C01780,Customer 01780,customer01780@example.com,Germany,Berlin,2025-10-28,Regular
C01781,Customer 01781,customer01781@example.com,India,Chennai,2024-10-03,Regular
C01782,Customer 01782,customer01782@example.com,UAE,Dubai,2024-08-23,Regular
C01783,Customer 01783,customer01783@example.com,UK,Birmingham,2024-01-13,Premium
C01784,Customer 01784,customer01784@example.com,USA,New York,2024-12-07,New
C01785,Customer 01785,customer01785@example.com,Canada,Montreal,2024-02-04,Regular
C01786,Customer 01786,customer01786@example.com,France,Lyon,2025-07-12,VIP
C01787,Customer 01787,customer01787@example.com,USA,Austin,2024-08-01,Premium
C01788,Customer 01788,customer01788@example.com,USA,San Francisco,2025-02-15,New
C01789,Customer 01789,customer01789@example.com,India,Hyderabad,2025-02-08,New
C01790,Customer 01790,customer01790@example.com,USA,San Francisco,2025-05-08,VIP
C01791,Customer 01791,customer01791@example.com,India,Hyderabad,2025-10-19,Regular
C01792,Customer 01792,customer01792@example.com,Australia,Melbourne,2024-06-07,Regular
C01793,Customer 01793,customer01793@example.com,USA,New York,2025-09-28,New
C01794,Customer 01794,customer01794@example.com,Canada,Toronto,2024-04-19,Premium
C01795,Customer 01795,customer01795@example.com,India,Mumbai,2025-07-02,Regular
C01796,Customer 01796,customer01796@example.com,India,Delhi,2025-06-09,New
C01797,Customer 01797,customer01797@example.com,Canada,Montreal,2024-12-12,Regular
C01798,Customer 01798,customer01798@example.com,India,Bengaluru,2025-09-27,Premium
C01799,Customer 01799,customer01799@example.com,India,Delhi,2024-10-05,Regular
C01800,Customer 01800,customer01800@example.com,India,Hyderabad,2025-04-23,Premium
C01801,Customer 01801,customer01801@example.com,Singapore,Singapore,2024-04-20,Regular
C01802,Customer 01802,customer01802@example.com,Australia,Melbourne,2025-09-27,Premium
C01803,Customer 01803,customer01803@example.com,UK,Birmingham,2025-03-06,Premium
C01804,Customer 01804,customer01804@example.com,India,Hyderabad,2025-06-25,Premium
C01805,Customer 01805,customer01805@example.com,India,Delhi,2024-04-24,VIP
C01806,Customer 01806,customer01806@example.com,Australia,Sydney,2024-03-30,Regular
C01807,Customer 01807,customer01807@example.com,Canada,Vancouver,2024-07-30,Regular
C01808,Customer 01808,customer01808@example.com,India,Chennai,2025-07-03,Premium
C01809,Customer 01809,customer01809@example.com,India,Mumbai,2025-08-17,Premium
C01810,Customer 01810,customer01810@example.com,India,Bengaluru,2025-06-22,Regular
C01811,Customer 01811,customer01811@example.com,Canada,Vancouver,2025-12-29,New
C01812,Customer 01812,customer01812@example.com,Australia,Sydney,2024-12-25,Regular
C01813,Customer 01813,customer01813@example.com,India,Mumbai,2025-04-30,Regular
C01814,Customer 01814,customer01814@example.com,India,Bengaluru,2025-01-06,New
C01815,Customer 01815,customer01815@example.com,India,Hyderabad,2024-08-02,Premium
C01816,Customer 01816,customer01816@example.com,Singapore,Singapore,2024-01-15,Regular
C01817,Customer 01817,customer01817@example.com,India,Hyderabad,2024-09-15,Regular
C01818,Customer 01818,customer01818@example.com,Australia,Brisbane,2025-04-07,Regular
C01819,Customer 01819,customer01819@example.com,USA,Austin,2024-04-29,Regular
C01820,Customer 01820,customer01820@example.com,UK,Manchester,2024-05-07,New
C01821,Customer 01821,customer01821@example.com,India,Bengaluru,2025-12-23,Regular
C01822,Customer 01822,customer01822@example.com,India,Hyderabad,2025-06-06,New
C01823,Customer 01823,customer01823@example.com,USA,Austin,2025-11-18,New
C01824,Customer 01824,customer01824@example.com,Australia,Melbourne,2025-10-06,New
C01825,Customer 01825,customer01825@example.com,USA,Chicago,2024-11-20,New
C01826,Customer 01826,customer01826@example.com,USA,Seattle,2024-11-15,Regular
C01827,Customer 01827,customer01827@example.com,India,Delhi,2025-05-20,Regular
C01828,Customer 01828,customer01828@example.com,Singapore,Singapore,2025-06-09,Premium
C01829,Customer 01829,customer01829@example.com,Germany,Berlin,2024-02-19,Regular
C01830,Customer 01830,customer01830@example.com,India,Hyderabad,2025-08-06,Regular
C01831,Customer 01831,customer01831@example.com,Singapore,Singapore,2024-03-09,Regular
C01832,Customer 01832,customer01832@example.com,USA,Chicago,2025-01-25,Premium
C01833,Customer 01833,customer01833@example.com,USA,Chicago,2025-01-17,Regular
C01834,Customer 01834,customer01834@example.com,Australia,Brisbane,2024-01-16,Regular
C01835,Customer 01835,customer01835@example.com,Germany,Hamburg,2025-03-14,New
C01836,Customer 01836,customer01836@example.com,Canada,Montreal,2025-07-21,Regular
C01837,Customer 01837,customer01837@example.com,India,Chennai,2025-09-08,Regular
C01838,Customer 01838,customer01838@example.com,India,Delhi,2024-05-11,Regular
C01839,Customer 01839,customer01839@example.com,UAE,Dubai,2025-07-13,Premium
C01840,Customer 01840,customer01840@example.com,India,Mumbai,2024-09-04,Regular
C01841,Customer 01841,customer01841@example.com,UK,Manchester,2024-09-29,New
C01842,Customer 01842,customer01842@example.com,UK,Birmingham,2025-09-14,Regular
C01843,Customer 01843,customer01843@example.com,UK,London,2024-12-14,Premium
C01844,Customer 01844,customer01844@example.com,USA,New York,2025-04-28,Regular
C01845,Customer 01845,customer01845@example.com,UAE,Dubai,2025-07-03,Regular
C01846,Customer 01846,customer01846@example.com,India,Delhi,2024-12-22,Regular
C01847,Customer 01847,customer01847@example.com,India,Pune,2024-11-13,Regular
C01848,Customer 01848,customer01848@example.com,India,Chennai,2025-09-24,Premium
C01849,Customer 01849,customer01849@example.com,France,Lyon,2024-02-17,Premium
C01850,Customer 01850,customer01850@example.com,USA,New York,2024-01-10,New
C01851,Customer 01851,customer01851@example.com,India,Hyderabad,2024-08-20,Regular
C01852,Customer 01852,customer01852@example.com,Germany,Munich,2024-02-05,Regular
C01853,Customer 01853,customer01853@example.com,France,Marseille,2025-02-16,New
C01854,Customer 01854,customer01854@example.com,Germany,Hamburg,2025-04-06,Regular
C01855,Customer 01855,customer01855@example.com,UAE,Dubai,2024-01-04,Regular
C01856,Customer 01856,customer01856@example.com,India,Pune,2024-02-13,Regular
C01857,Customer 01857,customer01857@example.com,Australia,Brisbane,2025-07-21,Premium
C01858,Customer 01858,customer01858@example.com,UK,Manchester,2025-07-07,Regular
C01859,Customer 01859,customer01859@example.com,Germany,Hamburg,2024-09-11,VIP
C01860,Customer 01860,customer01860@example.com,Australia,Sydney,2024-04-23,Premium
C01861,Customer 01861,customer01861@example.com,Australia,Melbourne,2025-01-31,Regular
C01862,Customer 01862,customer01862@example.com,Canada,Vancouver,2024-06-22,New
C01863,Customer 01863,customer01863@example.com,India,Hyderabad,2024-09-11,Premium
C01864,Customer 01864,customer01864@example.com,USA,San Francisco,2025-04-10,Premium
C01865,Customer 01865,customer01865@example.com,Netherlands,Rotterdam,2024-10-03,Regular
C01866,Customer 01866,customer01866@example.com,UAE,Dubai,2025-04-08,Regular
C01867,Customer 01867,customer01867@example.com,India,Chennai,2025-05-16,Regular
C01868,Customer 01868,customer01868@example.com,India,Delhi,2025-03-16,VIP
C01869,Customer 01869,customer01869@example.com,India,Bengaluru,2024-03-09,Premium
C01870,Customer 01870,customer01870@example.com,Australia,Brisbane,2025-05-23,Premium
C01871,Customer 01871,customer01871@example.com,Germany,Hamburg,2024-11-21,Premium
C01872,Customer 01872,customer01872@example.com,India,Hyderabad,2024-03-07,Regular
C01873,Customer 01873,customer01873@example.com,UK,Birmingham,2024-10-30,New
C01874,Customer 01874,customer01874@example.com,Germany,Berlin,2025-04-28,New
C01875,Customer 01875,customer01875@example.com,Australia,Brisbane,2025-07-01,New
C01876,Customer 01876,customer01876@example.com,USA,San Francisco,2025-02-20,Regular
C01877,Customer 01877,customer01877@example.com,USA,San Francisco,2024-06-07,Premium
C01878,Customer 01878,customer01878@example.com,UK,London,2024-05-28,VIP
C01879,Customer 01879,customer01879@example.com,India,Delhi,2024-01-27,Regular
C01880,Customer 01880,customer01880@example.com,USA,Seattle,2025-08-06,Regular
C01881,Customer 01881,customer01881@example.com,Canada,Toronto,2024-09-04,Regular
C01882,Customer 01882,customer01882@example.com,France,Marseille,2024-04-10,Regular
C01883,Customer 01883,customer01883@example.com,USA,Seattle,2025-12-02,Regular
C01884,Customer 01884,customer01884@example.com,Australia,Melbourne,2024-04-05,Regular
C01885,Customer 01885,customer01885@example.com,India,Mumbai,2025-01-18,Premium
C01886,Customer 01886,customer01886@example.com,UK,London,2024-10-08,Regular
C01887,Customer 01887,customer01887@example.com,India,Mumbai,2024-11-17,Premium
C01888,Customer 01888,customer01888@example.com,India,Hyderabad,2025-01-30,Regular
C01889,Customer 01889,customer01889@example.com,Australia,Melbourne,2024-10-04,New
C01890,Customer 01890,customer01890@example.com,Netherlands,Amsterdam,2025-06-12,Regular
C01891,Customer 01891,customer01891@example.com,India,Pune,2024-09-19,Premium
C01892,Customer 01892,customer01892@example.com,UK,London,2025-09-10,Premium
C01893,Customer 01893,customer01893@example.com,Germany,Hamburg,2025-08-02,Regular
C01894,Customer 01894,customer01894@example.com,India,Pune,2025-10-01,Premium
C01895,Customer 01895,customer01895@example.com,USA,Austin,2024-10-19,Regular
C01896,Customer 01896,customer01896@example.com,Australia,Sydney,2024-10-20,Regular
C01897,Customer 01897,customer01897@example.com,USA,New York,2025-08-30,Premium
C01898,Customer 01898,customer01898@example.com,India,Mumbai,2025-01-29,Premium
C01899,Customer 01899,customer01899@example.com,UK,Birmingham,2025-05-27,New
C01900,Customer 01900,customer01900@example.com,Germany,Hamburg,2024-06-28,Regular
C01901,Customer 01901,customer01901@example.com,USA,Chicago,2025-11-23,Regular
C01902,Customer 01902,customer01902@example.com,India,Pune,2024-08-22,New
C01903,Customer 01903,customer01903@example.com,Australia,Melbourne,2024-12-02,Premium
C01904,Customer 01904,customer01904@example.com,India,Pune,2024-01-08,Regular
C01905,Customer 01905,customer01905@example.com,Australia,Melbourne,2025-03-18,New
C01906,Customer 01906,customer01906@example.com,India,Pune,2025-06-22,New
C01907,Customer 01907,customer01907@example.com,Singapore,Singapore,2025-10-19,VIP
C01908,Customer 01908,customer01908@example.com,UK,Manchester,2024-03-31,Premium
C01909,Customer 01909,customer01909@example.com,India,Hyderabad,2024-09-28,Premium
C01910,Customer 01910,customer01910@example.com,India,Pune,2024-01-05,New
C01911,Customer 01911,customer01911@example.com,India,Delhi,2025-08-16,Premium
C01912,Customer 01912,customer01912@example.com,France,Paris,2024-08-06,Regular
C01913,Customer 01913,customer01913@example.com,Netherlands,Rotterdam,2024-04-27,Regular
C01914,Customer 01914,customer01914@example.com,UK,Manchester,2025-08-15,VIP
C01915,Customer 01915,customer01915@example.com,UK,London,2025-08-04,New
C01916,Customer 01916,customer01916@example.com,Australia,Sydney,2024-04-24,Regular
C01917,Customer 01917,customer01917@example.com,France,Paris,2024-09-19,New
C01918,Customer 01918,customer01918@example.com,USA,Austin,2024-11-01,Regular
C01919,Customer 01919,customer01919@example.com,UK,Birmingham,2025-10-15,Regular
C01920,Customer 01920,customer01920@example.com,UK,Leeds,2025-02-25,Premium
C01921,Customer 01921,customer01921@example.com,Canada,Montreal,2024-07-25,Regular
C01922,Customer 01922,customer01922@example.com,India,Delhi,2025-09-14,Regular
C01923,Customer 01923,customer01923@example.com,USA,Austin,2024-10-29,Premium
C01924,Customer 01924,customer01924@example.com,UK,London,2024-04-21,VIP
C01925,Customer 01925,customer01925@example.com,Germany,Hamburg,2025-02-20,Regular
C01926,Customer 01926,customer01926@example.com,India,Bengaluru,2025-07-08,Regular
C01927,Customer 01927,customer01927@example.com,USA,Austin,2024-10-11,New
C01928,Customer 01928,customer01928@example.com,UK,Birmingham,2025-10-01,New
C01929,Customer 01929,customer01929@example.com,USA,New York,2024-07-03,Regular
C01930,Customer 01930,customer01930@example.com,India,Pune,2024-08-08,New
C01931,Customer 01931,customer01931@example.com,USA,Austin,2025-03-19,Regular
C01932,Customer 01932,customer01932@example.com,USA,Austin,2024-04-26,New
C01933,Customer 01933,customer01933@example.com,USA,New York,2024-03-10,Regular
C01934,Customer 01934,customer01934@example.com,USA,Austin,2024-03-10,Regular
C01935,Customer 01935,customer01935@example.com,Canada,Vancouver,2025-09-13,New
C01936,Customer 01936,customer01936@example.com,Germany,Munich,2025-03-02,Regular
C01937,Customer 01937,customer01937@example.com,India,Pune,2025-10-05,Regular
C01938,Customer 01938,customer01938@example.com,Germany,Munich,2025-07-21,Regular
C01939,Customer 01939,customer01939@example.com,UK,Leeds,2025-03-18,Regular
C01940,Customer 01940,customer01940@example.com,India,Mumbai,2025-08-23,Premium
C01941,Customer 01941,customer01941@example.com,India,Bengaluru,2024-05-16,New
C01942,Customer 01942,customer01942@example.com,India,Delhi,2025-05-18,New
C01943,Customer 01943,customer01943@example.com,Germany,Hamburg,2024-05-10,New
C01944,Customer 01944,customer01944@example.com,Canada,Vancouver,2024-08-05,Regular
C01945,Customer 01945,customer01945@example.com,Germany,Munich,2025-11-18,Regular
C01946,Customer 01946,customer01946@example.com,USA,San Francisco,2024-06-19,New
C01947,Customer 01947,customer01947@example.com,UK,Birmingham,2025-04-19,Regular
C01948,Customer 01948,customer01948@example.com,India,Hyderabad,2025-09-03,Regular
C01949,Customer 01949,customer01949@example.com,India,Pune,2024-05-08,VIP
C01950,Customer 01950,customer01950@example.com,UK,Leeds,2024-02-26,Regular
C01951,Customer 01951,customer01951@example.com,India,Hyderabad,2024-06-29,Regular
C01952,Customer 01952,customer01952@example.com,India,Delhi,2024-09-02,Regular
C01953,Customer 01953,customer01953@example.com,USA,San Francisco,2024-05-23,VIP
C01954,Customer 01954,customer01954@example.com,Australia,Sydney,2024-02-20,VIP
C01955,Customer 01955,customer01955@example.com,Netherlands,Rotterdam,2025-01-02,Regular
C01956,Customer 01956,customer01956@example.com,UAE,Abu Dhabi,2025-04-03,Regular
C01957,Customer 01957,customer01957@example.com,USA,New York,2024-08-05,Regular
C01958,Customer 01958,customer01958@example.com,UK,London,2025-09-07,Regular
C01959,Customer 01959,customer01959@example.com,USA,Austin,2025-07-20,Regular
C01960,Customer 01960,customer01960@example.com,Germany,Hamburg,2024-09-13,Regular
C01961,Customer 01961,customer01961@example.com,India,Mumbai,2024-06-04,Premium
C01962,Customer 01962,customer01962@example.com,UK,Birmingham,2025-07-18,Regular
C01963,Customer 01963,customer01963@example.com,Germany,Munich,2025-03-17,Premium
C01964,Customer 01964,customer01964@example.com,UK,Leeds,2025-11-29,Regular
C01965,Customer 01965,customer01965@example.com,USA,Chicago,2025-10-23,Regular
C01966,Customer 01966,customer01966@example.com,USA,Seattle,2025-12-23,Regular
C01967,Customer 01967,customer01967@example.com,India,Mumbai,2024-01-25,Regular
C01968,Customer 01968,customer01968@example.com,UK,Leeds,2025-10-25,Regular
C01969,Customer 01969,customer01969@example.com,India,Hyderabad,2025-06-19,Regular
C01970,Customer 01970,customer01970@example.com,India,Pune,2024-02-29,Premium
C01971,Customer 01971,customer01971@example.com,India,Mumbai,2025-04-11,New
C01972,Customer 01972,customer01972@example.com,Germany,Hamburg,2025-03-09,Regular
C01973,Customer 01973,customer01973@example.com,India,Delhi,2024-03-06,New
C01974,Customer 01974,customer01974@example.com,USA,Austin,2025-07-18,Premium
C01975,Customer 01975,customer01975@example.com,India,Pune,2024-04-15,Regular
C01976,Customer 01976,customer01976@example.com,UAE,Dubai,2024-04-05,Regular
C01977,Customer 01977,customer01977@example.com,India,Hyderabad,2025-11-18,New
C01978,Customer 01978,customer01978@example.com,UK,Leeds,2025-07-04,Regular
C01979,Customer 01979,customer01979@example.com,France,Lyon,2024-06-16,Premium
C01980,Customer 01980,customer01980@example.com,Germany,Hamburg,2024-02-11,New
C01981,Customer 01981,customer01981@example.com,India,Pune,2024-04-13,Regular
C01982,Customer 01982,customer01982@example.com,Germany,Hamburg,2024-07-22,New
C01983,Customer 01983,customer01983@example.com,UK,Manchester,2025-06-03,Regular
C01984,Customer 01984,customer01984@example.com,UK,London,2024-10-08,Regular
C01985,Customer 01985,customer01985@example.com,India,Bengaluru,2024-02-12,Regular
C01986,Customer 01986,customer01986@example.com,India,Chennai,2024-04-19,Regular
C01987,Customer 01987,customer01987@example.com,Australia,Brisbane,2024-07-28,Regular
C01988,Customer 01988,customer01988@example.com,UK,Leeds,2024-02-18,Regular
C01989,Customer 01989,customer01989@example.com,UK,London,2024-04-24,Regular
C01990,Customer 01990,customer01990@example.com,Australia,Sydney,2024-06-03,New
C01991,Customer 01991,customer01991@example.com,Australia,Sydney,2025-10-10,Premium
C01992,Customer 01992,customer01992@example.com,India,Bengaluru,2025-05-17,Premium
C01993,Customer 01993,customer01993@example.com,USA,Austin,2025-11-09,New
C01994,Customer 01994,customer01994@example.com,India,Mumbai,2025-12-11,New
C01995,Customer 01995,customer01995@example.com,Australia,Melbourne,2024-03-11,New
C01996,Customer 01996,customer01996@example.com,Canada,Montreal,2025-06-02,VIP
C01997,Customer 01997,customer01997@example.com,Singapore,Singapore,2025-12-12,Premium
C01998,Customer 01998,customer01998@example.com,India,Chennai,2024-12-01,Regular
C01999,Customer 01999,customer01999@example.com,India,Bengaluru,2024-03-07,Regular
C02000,Customer 02000,customer02000@example.com,India,Pune,2025-05-07,Regular
C02001,Customer 02001,customer02001@example.com,India,Delhi,2025-10-11,Regular
C02002,Customer 02002,customer02002@example.com,India,Mumbai,2024-07-31,Regular
C02003,Customer 02003,customer02003@example.com,UAE,Abu Dhabi,2024-06-29,Regular
C02004,Customer 02004,customer02004@example.com,India,Delhi,2025-09-04,Premium
C02005,Customer 02005,customer02005@example.com,India,Hyderabad,2025-08-21,Regular
C02006,Customer 02006,customer02006@example.com,Australia,Brisbane,2025-11-27,New
C02007,Customer 02007,customer02007@example.com,UK,Manchester,2025-08-25,Regular
C02008,Customer 02008,customer02008@example.com,Australia,Brisbane,2024-09-04,Regular
C02009,Customer 02009,customer02009@example.com,India,Mumbai,2024-08-01,Premium
C02010,Customer 02010,customer02010@example.com,UK,Leeds,2024-12-24,Regular
C02011,Customer 02011,customer02011@example.com,India,Mumbai,2024-09-05,Regular
C02012,Customer 02012,customer02012@example.com,India,Pune,2025-09-29,Regular
C02013,Customer 02013,customer02013@example.com,UAE,Abu Dhabi,2025-05-30,Regular
C02014,Customer 02014,customer02014@example.com,India,Bengaluru,2024-03-28,Regular
C02015,Customer 02015,customer02015@example.com,USA,New York,2025-10-24,VIP
C02016,Customer 02016,customer02016@example.com,UK,London,2024-06-24,Regular
C02017,Customer 02017,customer02017@example.com,India,Pune,2025-12-23,Regular
C02018,Customer 02018,customer02018@example.com,France,Paris,2025-03-01,Premium
C02019,Customer 02019,customer02019@example.com,India,Delhi,2025-08-25,New
C02020,Customer 02020,customer02020@example.com,Canada,Montreal,2025-12-03,New
C02021,Customer 02021,customer02021@example.com,Singapore,Singapore,2024-03-21,Regular
C02022,Customer 02022,customer02022@example.com,USA,San Francisco,2024-05-17,New
C02023,Customer 02023,customer02023@example.com,UAE,Dubai,2025-03-08,VIP
C02024,Customer 02024,customer02024@example.com,India,Mumbai,2025-04-14,Regular
C02025,Customer 02025,customer02025@example.com,UK,Birmingham,2024-12-15,Regular
C02026,Customer 02026,customer02026@example.com,India,Pune,2024-05-05,New
C02027,Customer 02027,customer02027@example.com,Australia,Melbourne,2024-11-04,Regular
C02028,Customer 02028,customer02028@example.com,Netherlands,Amsterdam,2024-08-17,Regular
C02029,Customer 02029,customer02029@example.com,India,Chennai,2025-04-04,Regular
C02030,Customer 02030,customer02030@example.com,Canada,Vancouver,2024-12-10,Premium
C02031,Customer 02031,customer02031@example.com,India,Pune,2024-11-05,Regular
C02032,Customer 02032,customer02032@example.com,USA,Seattle,2024-01-20,Regular
C02033,Customer 02033,customer02033@example.com,UK,Manchester,2025-07-14,Regular
C02034,Customer 02034,customer02034@example.com,Singapore,Singapore,2025-10-08,Regular
C02035,Customer 02035,customer02035@example.com,USA,Chicago,2025-06-24,Regular
C02036,Customer 02036,customer02036@example.com,India,Hyderabad,2025-07-13,New
C02037,Customer 02037,customer02037@example.com,India,Delhi,2025-04-21,Regular
C02038,Customer 02038,customer02038@example.com,India,Bengaluru,2024-09-25,New
C02039,Customer 02039,customer02039@example.com,India,Pune,2024-01-03,Regular
C02040,Customer 02040,customer02040@example.com,India,Delhi,2024-01-16,Regular
C02041,Customer 02041,customer02041@example.com,France,Paris,2025-08-28,New
C02042,Customer 02042,customer02042@example.com,USA,Austin,2024-12-23,Premium
C02043,Customer 02043,customer02043@example.com,USA,Austin,2025-10-07,Regular
C02044,Customer 02044,customer02044@example.com,India,Pune,2024-05-12,Premium
C02045,Customer 02045,customer02045@example.com,France,Paris,2024-11-07,New
C02046,Customer 02046,customer02046@example.com,Australia,Brisbane,2025-04-26,Premium
C02047,Customer 02047,customer02047@example.com,India,Chennai,2025-06-27,New
C02048,Customer 02048,customer02048@example.com,Canada,Vancouver,2024-10-31,Regular
C02049,Customer 02049,customer02049@example.com,USA,Austin,2024-09-25,Premium
C02050,Customer 02050,customer02050@example.com,India,Bengaluru,2025-02-17,Regular
C02051,Customer 02051,customer02051@example.com,UK,Manchester,2024-01-25,New
C02052,Customer 02052,customer02052@example.com,UK,Birmingham,2024-11-11,Premium
C02053,Customer 02053,customer02053@example.com,India,Chennai,2025-07-24,Regular
C02054,Customer 02054,customer02054@example.com,UAE,Dubai,2025-12-25,Regular
C02055,Customer 02055,customer02055@example.com,Germany,Berlin,2025-10-29,New
C02056,Customer 02056,customer02056@example.com,Canada,Toronto,2024-10-02,Regular
C02057,Customer 02057,customer02057@example.com,UK,Manchester,2025-01-23,New
C02058,Customer 02058,customer02058@example.com,UK,Manchester,2025-12-22,Premium
C02059,Customer 02059,customer02059@example.com,Canada,Vancouver,2025-03-19,Regular
C02060,Customer 02060,customer02060@example.com,USA,New York,2025-03-02,Regular
C02061,Customer 02061,customer02061@example.com,India,Mumbai,2024-02-26,Regular
C02062,Customer 02062,customer02062@example.com,USA,San Francisco,2025-11-27,Premium
C02063,Customer 02063,customer02063@example.com,Germany,Hamburg,2025-07-19,Regular
C02064,Customer 02064,customer02064@example.com,UK,Birmingham,2025-12-21,Premium
C02065,Customer 02065,customer02065@example.com,India,Delhi,2025-01-02,Regular
C02066,Customer 02066,customer02066@example.com,Germany,Hamburg,2024-12-07,Premium
C02067,Customer 02067,customer02067@example.com,India,Bengaluru,2024-10-30,Regular
C02068,Customer 02068,customer02068@example.com,India,Chennai,2025-01-08,New
C02069,Customer 02069,customer02069@example.com,India,Hyderabad,2024-04-21,Regular
C02070,Customer 02070,customer02070@example.com,India,Hyderabad,2024-01-06,New
C02071,Customer 02071,customer02071@example.com,Australia,Melbourne,2025-12-03,Regular
C02072,Customer 02072,customer02072@example.com,USA,Seattle,2024-10-05,Regular
C02073,Customer 02073,customer02073@example.com,India,Pune,2025-01-16,Regular
C02074,Customer 02074,customer02074@example.com,France,Marseille,2024-01-13,Regular
C02075,Customer 02075,customer02075@example.com,France,Lyon,2024-10-29,Regular
C02076,Customer 02076,customer02076@example.com,France,Marseille,2025-07-09,New
C02077,Customer 02077,customer02077@example.com,India,Delhi,2025-09-08,Premium
C02078,Customer 02078,customer02078@example.com,UK,Leeds,2024-06-08,Premium
C02079,Customer 02079,customer02079@example.com,Netherlands,Amsterdam,2024-06-02,Regular
C02080,Customer 02080,customer02080@example.com,Australia,Sydney,2024-06-29,New
C02081,Customer 02081,customer02081@example.com,India,Mumbai,2025-06-09,Regular
C02082,Customer 02082,customer02082@example.com,India,Pune,2024-06-28,Regular
C02083,Customer 02083,customer02083@example.com,UK,London,2025-01-11,Regular
C02084,Customer 02084,customer02084@example.com,UAE,Abu Dhabi,2024-06-16,Regular
C02085,Customer 02085,customer02085@example.com,USA,Seattle,2024-08-01,New
C02086,Customer 02086,customer02086@example.com,UK,Birmingham,2024-05-29,Premium
C02087,Customer 02087,customer02087@example.com,India,Bengaluru,2024-01-16,Regular
C02088,Customer 02088,customer02088@example.com,Canada,Montreal,2024-03-31,Regular
C02089,Customer 02089,customer02089@example.com,Germany,Hamburg,2024-04-29,New
C02090,Customer 02090,customer02090@example.com,UK,Manchester,2024-09-09,Regular
C02091,Customer 02091,customer02091@example.com,Australia,Sydney,2024-02-29,Regular
C02092,Customer 02092,customer02092@example.com,Singapore,Singapore,2024-09-22,Regular
C02093,Customer 02093,customer02093@example.com,India,Chennai,2025-02-12,VIP
C02094,Customer 02094,customer02094@example.com,USA,New York,2024-01-31,New
C02095,Customer 02095,customer02095@example.com,India,Hyderabad,2024-01-21,VIP
C02096,Customer 02096,customer02096@example.com,Germany,Hamburg,2025-12-31,Regular
C02097,Customer 02097,customer02097@example.com,USA,Chicago,2025-08-15,Regular
C02098,Customer 02098,customer02098@example.com,USA,Austin,2024-10-15,Premium
C02099,Customer 02099,customer02099@example.com,Germany,Berlin,2025-06-26,Regular
C02100,Customer 02100,customer02100@example.com,UK,Manchester,2025-05-12,Regular
C02101,Customer 02101,customer02101@example.com,UAE,Abu Dhabi,2025-04-18,Premium
C02102,Customer 02102,customer02102@example.com,USA,Chicago,2025-02-08,Regular
C02103,Customer 02103,customer02103@example.com,India,Mumbai,2025-07-01,Regular
C02104,Customer 02104,customer02104@example.com,Canada,Montreal,2024-05-11,Premium
C02105,Customer 02105,customer02105@example.com,Germany,Munich,2024-11-19,Regular
C02106,Customer 02106,customer02106@example.com,India,Hyderabad,2024-05-11,Regular
C02107,Customer 02107,customer02107@example.com,France,Lyon,2025-06-04,Premium
C02108,Customer 02108,customer02108@example.com,UAE,Dubai,2024-01-30,Regular
C02109,Customer 02109,customer02109@example.com,India,Pune,2025-09-18,New
